feature,segment,kind,labeled_n,active_approved_n,active_approved_realized_npv,reject_segment_validation_delta,active_declined_prior_approved_n,active_declined_prior_approved_realized_npv,approve_segment_validation_delta,actual_default_rate,approved_default_rate,mean_predicted_pd,calibration_error_actual_minus_pred,mean_margin_all_validation,prior_declined_share_all,all_validation_n,test_n,test_active_approved_n,auc_in_segment
debt_to_observed_monthly_revenue,"debt_to_observed_monthly_revenue_q3[0.02567,0.03924]",num,325,243,372064.9960402057,-372064.9960402057,82,-291084.4228262317,-291084.4228262317,0.18769230769230769,0.10699588477366255,0.21601460090925106,-0.02832229321694338,0.011102894193206323,0.4288224956063269,569,1090,688,0.7577620466964728
debt_to_observed_monthly_revenue,"debt_to_observed_monthly_revenue_q4[0.03924,0.06554]",num,326,223,342352.49490758555,-342352.49490758555,103,-398058.1955601261,-398058.1955601261,0.24539877300613497,0.13901345291479822,0.2642531042889848,-0.01885433128284983,-0.017538318658378255,0.4270650263620387,569,1167,605,0.720630081300813
debt_to_observed_monthly_revenue,"debt_to_observed_monthly_revenue_q5[0.06554,0.876]",num,295,163,175373.81501980755,-175373.81501980755,132,-759606.7727305726,-759606.7727305726,0.33220338983050846,0.12269938650306748,0.33377401180896704,-0.0015706219784585862,-0.07676377849252267,0.4824561403508772,570,1138,379,0.8188905003625817
debt_to_observed_monthly_revenue,debt_to_observed_monthly_revenue_MISSING,num,855,660,929564.2700460072,-929564.2700460072,195,-459652.24879170646,-459652.24879170646,0.20701754385964913,0.1484848484848485,0.2129895780357498,-0.005972034176100677,0.005336475514074214,0.47929354445797806,1642,3239,1819,0.6989233871639751
requested_to_cash_stress,"requested_to_cash_stress_q1[1.024,5.708]",num,378,344,564530.9996814695,-564530.9996814695,34,-314174.4435711529,-314174.4435711529,0.1349206349206349,0.06686046511627906,0.1536127683254713,-0.018692133404836386,-0.0017430717987691627,0.3368421052631579,570,1209,919,0.821460694369491
requested_to_cash_stress,"requested_to_cash_stress_q2[5.708,7.971]",num,334,248,383141.11272705987,-383141.11272705987,86,-481703.1957103037,-481703.1957103037,0.2155688622754491,0.11693548387096774,0.2260007014810082,-0.010431839205559096,-0.022627942940982797,0.4130052724077329,569,1132,580,0.7602046225614927
requested_to_cash_stress,"requested_to_cash_stress_q3[7.971,10.78]",num,324,232,341567.5663900609,-341567.5663900609,92,-475701.1345508497,-475701.1345508497,0.22839506172839505,0.10344827586206896,0.24061331607904157,-0.012218254350646524,-0.0007992448758723576,0.4305799648506151,569,1068,573,0.7766216216216216
requested_to_cash_stress,"requested_to_cash_stress_q4[10.78,15.42]",num,329,238,254926.61272147042,-254926.61272147042,91,-226092.01484075515,-226092.01484075515,0.2188449848024316,0.14285714285714285,0.22428283304743296,-0.005437848245001348,0.019921628480385922,0.421792618629174,569,1044,650,0.7156020319930826
requested_to_cash_stress,"requested_to_cash_stress_q5[15.42,38.98]",num,331,253,178484.5515807136,-178484.5515807136,78,-139273.23215687403,-139273.23215687403,0.24169184290030213,0.19367588932806323,0.2084229361619505,0.03326890673835162,0.030249530265961163,0.4192982456140351,570,1123,742,0.658441235059761
requested_to_cash_stress,requested_to_cash_stress_MISSING,num,855,660,929564.2700460072,-929564.2700460072,195,-459652.24879170646,-459652.24879170646,0.20701754385964913,0.1484848484848485,0.2129895780357498,-0.005972034176100677,0.005336475514074214,0.47929354445797806,1642,3239,1819,0.6989233871639751
requested_to_observed_annual_revenue,"requested_to_observed_annual_revenue_q1[0.001468,0.006852]",num,413,408,565047.1513325793,-565047.1513325793,5,-3285.141900054866,-3285.141900054866,0.09685230024213075,0.09558823529411764,0.08673709541193919,0.010115204830191557,0.07700045248256408,0.2754385964912281,570,1115,1067,0.6513404825737265
requested_to_observed_annual_revenue,"requested_to_observed_annual_revenue_q2[0.006852,0.009132]",num,352,320,427212.92853797553,-427212.92853797553,32,-29226.724905084116,-29226.724905084116,0.15625,0.140625,0.14343686207006634,0.01281313792993366,0.053069924584621585,0.38137082601054484,569,1130,942,0.6764003673094582
requested_to_observed_annual_revenue,"requested_to_observed_annual_revenue_q3[0.009132,0.01168]",num,346,290,381479.99299008294,-381479.99299008294,56,-228747.80652605824,-228747.80652605824,0.20520231213872833,0.13448275862068965,0.18731960695446623,0.017882705184262104,0.033463956326995545,0.39191564147627417,569,1086,735,0.7581562099871959
requested_to_observed_annual_revenue,"requested_to_observed_annual_revenue_q4[0.01168,0.01521]",num,331,206,250775.04129907925,-250775.04129907925,125,-453466.4840546761,-453466.4840546761,0.2326283987915408,0.11165048543689321,0.2882507146551386,-0.05562231586359778,-0.013292468708998919,0.4182776801405975,569,1110,525,0.7236424992330505
requested_to_observed_annual_revenue,"requested_to_observed_annual_revenue_q5[0.01521,0.06175]",num,254,91,98135.72894105721,-98135.72894105721,163,-922217.8634440624,-922217.8634440624,0.41732283464566927,0.14285714285714285,0.42421201835675204,-0.006889183711082769,-0.12510632174474184,0.5543859649122806,570,1137,197,0.7987952575216726
requested_to_observed_annual_revenue,requested_to_observed_annual_revenue_MISSING,num,855,660,929564.2700460072,-929564.2700460072,195,-459652.24879170646,-459652.24879170646,0.20701754385964913,0.1484848484848485,0.2129895780357498,-0.005972034176100677,0.005336475514074214,0.47929354445797806,1642,3239,1819,0.6989233871639751
observed_to_stated_revenue_ratio,"observed_to_stated_revenue_ratio_q1[0.3454,0.8265]",num,266,142,141648.44388684718,-141648.44388684718,124,-629640.6847910469,-629640.6847910469,0.3383458646616541,0.15492957746478872,0.33944281526505593,-0.001096950603401814,-0.0732638305477476,0.5333333333333333,570,1137,373,0.7679924242424242
observed_to_stated_revenue_ratio,"observed_to_stated_revenue_ratio_q2[0.8265,0.946]",num,300,193,363136.13459521905,-363136.13459521905,107,-657299.5899568074,-657299.5899568074,0.2733333333333333,0.11398963730569948,0.26922286311911137,0.004110470214221951,-0.023331035590968795,0.4727592267135325,569,1120,602,0.7976057283508614
observed_to_stated_revenue_ratio,"observed_to_stated_revenue_ratio_q3[0.946,1.059]",num,347,274,263740.5027456664,-263740.5027456664,73,-172494.68428708875,-172494.68428708875,0.1930835734870317,0.13503649635036497,0.19585011900752577,-0.0027665455204940737,0.022350957445897372,0.39015817223198596,569,1099,694,0.6981876332622601
observed_to_stated_revenue_ratio,"observed_to_stated_revenue_ratio_q4[1.059,1.2]",num,368,320,363934.63128318026,-363934.63128318026,48,-152842.70598294135,-152842.70598294135,0.18206521739130435,0.1375,0.1666667003428703,0.015398517048434063,0.035346373746286956,0.3532513181019332,569,1096,813,0.728021024445877
observed_to_stated_revenue_ratio,"observed_to_stated_revenue_ratio_q5[1.2,2.411]",num,415,386,590191.1305898612,-590191.1305898612,29,-24666.35581205104,-24666.35581205104,0.10361445783132531,0.08808290155440414,0.1299605644710347,-0.026346106639709405,0.0639648759280227,0.2719298245614035,570,1126,984,0.6596336584146035
observed_to_stated_revenue_ratio,observed_to_stated_revenue_ratio_MISSING,num,855,660,929564.2700460072,-929564.2700460072,195,-459652.24879170646,-459652.24879170646,0.20701754385964913,0.1484848484848485,0.2129895780357498,-0.005972034176100677,0.005336475514074214,0.47929354445797806,1642,3239,1819,0.6989233871639751
cash_balance_to_requested_amount,"cash_balance_to_requested_amount_q1[-0.2832,-0.07682]",num,221,58,40797.29004824733,-40797.29004824733,163,-1040096.2304345312,-1040096.2304345312,0.4841628959276018,0.22413793103448276,0.4808150783032315,0.0033478176243703084,-0.14840876375642692,0.612280701754386,570,1145,139,0.7251598622725037
cash_balance_to_requested_amount,"cash_balance_to_requested_amount_q2[-0.07682,-0.02535]",num,282,144,50323.0714348584,-50323.0714348584,138,-466012.1158426697,-466012.1158426697,0.32978723404255317,0.19444444444444445,0.3190532451672323,0.010733988875320843,-0.017043365950850112,0.5043936731107206,569,1019,386,0.7115548728451954
cash_balance_to_requested_amount,"cash_balance_to_requested_amount_q3[-0.02535,0.03403]",num,337,271,179658.1322877217,-179658.1322877217,66,-116088.24724319867,-116088.24724319867,0.228486646884273,0.1881918819188192,0.19393647159544586,0.034550175288827145,0.03784796936665027,0.4077328646748682,569,1140,793,0.66018981018981
cash_balance_to_requested_amount,"cash_balance_to_requested_amount_q4[0.03403,0.1075]",num,404,390,705560.5139673527,-705560.5139673527,14,-14747.427309536004,-14747.427309536004,0.09653465346534654,0.08717948717948718,0.11854186578450723,-0.022007212319160696,0.06783186711107089,0.28998242530755713,569,1093,990,0.5811731647348085
cash_balance_to_requested_amount,"cash_balance_to_requested_amount_q5[0.1075,0.8913]",num,452,452,746311.8353625941,-746311.8353625941,0,0.0,0.0,0.07300884955752213,0.07300884955752213,0.09912603302372912,-0.026117183466206992,0.0849348450442494,0.20701754385964913,570,1178,1156,0.5752151587473783
cash_balance_to_requested_amount,cash_balance_to_requested_amount_MISSING,num,855,660,929564.2700460072,-929564.2700460072,195,-459652.24879170646,-459652.24879170646,0.20701754385964913,0.1484848484848485,0.2129895780357498,-0.005972034176100677,0.005336475514074214,0.47929354445797806,1642,3239,1819,0.6989233871639751
cash_balance_to_observed_monthly_revenue,"cash_balance_to_observed_monthly_revenue_q1[-0.181,-0.01119]",num,213,28,9967.258978239162,-9967.258978239162,185,-1254259.0149613335,-1254259.0149613335,0.5586854460093896,0.25,0.5294242851182956,0.029261160891093985,-0.16363743297395414,0.6263157894736842,570,1174,87,0.7131682460218131
cash_balance_to_observed_monthly_revenue,"cash_balance_to_observed_monthly_revenue_q2[-0.01119,-0.002824]",num,286,158,51403.21794436713,-51403.21794436713,128,-261257.53751457494,-261257.53751457494,0.2867132867132867,0.1962025316455696,0.3059561396858387,-0.01924285297255196,-0.00826552286463659,0.4973637961335677,569,1033,417,0.6416786226685797
cash_balance_to_observed_monthly_revenue,"cash_balance_to_observed_monthly_revenue_q3[-0.002824,0.003458]",num,352,308,290908.17465665395,-290908.17465665395,44,-99567.26316234698,-99567.26316234698,0.20170454545454544,0.17207792207792208,0.1605670350124363,0.04113751044210914,0.049407509383946405,0.38137082601054484,569,1077,833,0.6999147912385344
cash_balance_to_observed_monthly_revenue,"cash_balance_to_observed_monthly_revenue_q4[0.003458,0.01092]",num,404,387,666193.2558919484,-666193.2558919484,17,1842.1188231819915,1842.1188231819915,0.10891089108910891,0.09819121447028424,0.1127860737835251,-0.003875182694416196,0.07013042161109045,0.28998242530755713,569,1134,1047,0.5809343434343435
cash_balance_to_observed_monthly_revenue,"cash_balance_to_observed_monthly_revenue_q5[0.01092,0.08633]",num,441,434,704178.9356295656,-704178.9356295656,7,-23702.324014862133,-23702.324014862133,0.07482993197278912,0.06912442396313365,0.11775424095291802,-0.0429243089801289,0.07756728882948165,0.22631578947368422,570,1157,1080,0.6384432560903149
cash_balance_to_observed_monthly_revenue,cash_balance_to_observed_monthly_revenue_MISSING,num,855,660,929564.2700460072,-929564.2700460072,195,-459652.24879170646,-459652.24879170646,0.20701754385964913,0.1484848484848485,0.2129895780357498,-0.005972034176100677,0.005336475514074214,0.47929354445797806,1642,3239,1819,0.6989233871639751
debt_to_requested_amount,"debt_to_requested_amount_q1[0.038,0.1658]",num,541,473,597401.4648067888,-597401.4648067888,68,-275137.32791752816,-275137.32791752816,0.17375231053604437,0.12896405919661733,0.14817722673208808,0.02557508380395629,0.04084553173981657,0.3975501113585746,898,1674,1237,0.7072326145937454
debt_to_requested_amount,"debt_to_requested_amount_q2[0.1658,0.2236]",num,515,408,601176.8003877485,-601176.8003877485,107,-318609.2159440715,-318609.2159440715,0.1766990291262136,0.11764705882352941,0.19741910877384364,-0.020720079647630035,0.014796546695374455,0.4265033407572383,898,1666,1075,0.7251580966203608
debt_to_requested_amount,"debt_to_requested_amount_q3[0.2236,0.2963]",num,488,373,498948.28976718365,-498948.28976718365,115,-335688.641567968,-335688.641567968,0.22131147540983606,0.15013404825737264,0.2178457098880563,0.003465765521779768,-0.0007781592899244442,0.4559643255295429,897,1905,1120,0.7360501949317739
debt_to_requested_amount,"debt_to_requested_amount_q4[0.2963,0.4035]",num,512,384,554970.6074433604,-554970.6074433604,128,-429325.3065549188,-429325.3065549188,0.19921875,0.1171875,0.22749954919054105,-0.02828079919054105,-0.006177697576636112,0.4298440979955457,898,1817,978,0.7659014825442372
debt_to_requested_amount,"debt_to_requested_amount_q5[0.4035,1.989]",num,495,337,399717.95074170013,-399717.95074170013,158,-737835.7776371556,-737835.7776371556,0.26464646464646463,0.1394658753709199,0.2661990141465735,-0.0015525495001088574,-0.023056229699289284,0.4487750556792873,898,1755,875,0.7572141598859156
prior_default_rate,prior_default_rate==0.0,cat,2428,1886,2502536.7087329435,-2502536.7087329435,542,-2069365.8869034853,-2069365.8869034853,0.20799011532125206,0.13149522799575822,0.20914838710912562,-0.0011582717878735604,0.005392637995365267,0.43164794007490637,4272,8444,5096,0.741705153354649
prior_default_rate,prior_default_rate==1.0,cat,96,70,106769.79204696801,-106769.79204696801,26,4062.623728523592,4062.623728523592,0.17708333333333334,0.12857142857142856,0.22785760894850496,-0.050774275615171616,0.0024444920542343973,0.45454545454545453,176,301,148,0.6630677587490692
has_external_decline_record,has_external_decline_record==1,cat,1160,811,1181666.9658356174,-1181666.9658356174,349,-1221476.0186382886,-1221476.0186382886,0.22758620689655173,0.12577065351418001,0.2477251581521209,-0.020138951255569165,-0.018906023835409645,0.4864984506418769,2259,4493,2233,0.7605878821699135
has_external_decline_record,has_external_decline_record==0,cat,1391,1164,1470548.147311164,-1470548.147311164,227,-875120.2509833532,-875120.2509833532,0.18835370237239396,0.1331615120274914,0.17902985250726908,0.009323849865124884,0.029473192243116002,0.37623318385650223,2230,4324,3052,0.7180271671884191
has_inquiry_elsewhere_record,has_inquiry_elsewhere_record==1,cat,1188,839,982339.384403177,-982339.384403177,349,-1319703.9369011796,-1319703.9369011796,0.24074074074074073,0.14064362336114422,0.2470918743247096,-0.006351133583968882,-0.019476982061771966,0.4823529411764706,2295,4499,2225,0.7543066689408152
has_inquiry_elsewhere_record,has_inquiry_elsewhere_record==0,cat,1363,1136,1669875.7287436044,-1669875.7287436044,227,-776892.3327204625,-776892.3327204625,0.1760821716801174,0.12235915492957747,0.17817062479553666,-0.0020884531154192754,0.030864259202244743,0.3787602552415679,2194,4318,3060,0.7170729444939151
bank_feed_missing_count,bank_feed_missing_count==0,cat,1696,1315,1722650.843100774,-1722650.843100774,381,-1636944.0208299356,-1636944.0208299356,0.20577830188679244,0.12091254752851711,0.20889482256692538,-0.0031165206801329337,0.005006680036476447,0.4042852125043906,2847,5578,3466,0.7611374528560761
bank_feed_missing_count,bank_feed_missing_count==6,cat,855,660,929564.2700460072,-929564.2700460072,195,-459652.24879170646,-459652.24879170646,0.20701754385964913,0.1484848484848485,0.2129895780357498,-0.005972034176100677,0.005336475514074214,0.47929354445797806,1642,3239,1819,0.6989233871639751
cash_balance_negative,cash_balance_negative==0,cat,1881,1651,2471206.1670276234,-2471206.1670276234,230,-506894.3800014972,-506894.3800014972,0.15257841573631048,0.1175045427013931,0.1609388374202304,-0.008360421683919927,0.0357221219958382,0.3908678756476684,3088,6131,4445,0.6910867845011126
cash_balance_negative,cash_balance_negative==1,cat,670,324,181008.94611915812,-181008.94611915812,346,-1589701.8896201449,-1589701.8896201449,0.3567164179104478,0.19444444444444445,0.34875485836808673,0.007961559542361052,-0.06230792424353322,0.5217701641684511,1401,2686,840,0.7266500985350796
has_prior_default,has_prior_default==0,cat,2428,1886,2502536.7087329435,-2502536.7087329435,542,-2069365.8869034853,-2069365.8869034853,0.20799011532125206,0.13149522799575822,0.20914838710912562,-0.0011582717878735604,0.005392637995365267,0.43164794007490637,4272,8444,5096,0.741705153354649
has_prior_default,has_prior_default==1,cat,123,89,149678.4044138381,-149678.4044138381,34,-27230.382718156827,-27230.382718156827,0.17073170731707318,0.10112359550561797,0.23235304384645883,-0.061621336529385645,-9.603068314342268e-05,0.43317972350230416,217,373,189,0.7240896358543417
has_prior_loan_history,has_prior_loan_history==0,cat,1611,1230,1561761.836989066,-1561761.836989066,381,-1478562.618668479,-1478562.618668479,0.21787709497206703,0.13414634146341464,0.21856295845698873,-0.0006858634849216949,-0.0006493587112181699,0.45684423465947405,2966,6006,3493,0.7485099262877039
has_prior_loan_history,has_prior_loan_history==1,cat,940,745,1090453.2761577154,-1090453.2761577154,195,-618033.6509531632,-618033.6509531632,0.18617021276595744,0.12348993288590604,0.1960497683190028,-0.009879555553045372,0.01637722179608102,0.38279711096520025,1523,2811,1792,0.7218599439775909
log_requested_amount,"log_requested_amount_q1[9.307,10.06]",num,667,623,830566.0666354836,-830566.0666354836,44,-62082.181489289505,-62082.181489289505,0.1184407796101949,0.09951845906902086,0.13421436184592822,-0.015773582235733316,0.06329248462498806,0.2572383073496659,898,1800,1559,0.6746641694652544
log_requested_amount,"log_requested_amount_q2[10.06,10.2]",num,566,490,802753.2870055046,-802753.2870055046,76,-126021.5633133881,-126021.5633133881,0.13780918727915195,0.1,0.1657448561705942,-0.02793566889144225,0.04172020450613185,0.36971046770601335,898,1801,1329,0.7056667717528373
log_requested_amount,"log_requested_amount_q3[10.2,10.3]",num,503,388,497202.5429435785,-497202.5429435785,115,-363709.64205541863,-363709.64205541863,0.24055666003976142,0.17010309278350516,0.20798392695704077,0.032572733082720656,0.014144919816799476,0.43924191750278707,897,1632,985,0.6917160659426247
log_requested_amount,"log_requested_amount_q4[10.3,10.41]",num,439,290,320310.13129830104,-320310.13129830104,149,-716121.558606297,-716121.558606297,0.2938496583143508,0.1793103448275862,0.26164902866236917,0.032200629651981616,-0.014370470644350734,0.5111358574610245,898,1783,861,0.7419229807451864
log_requested_amount,"log_requested_amount_q5[10.41,10.68]",num,376,184,201383.08526391376,-201383.08526391376,192,-828661.3241572487,-828661.3241572487,0.31648936170212766,0.15217391304347827,0.35526409975561035,-0.038774738053482694,-0.07914052830604625,0.5812917594654788,898,1794,549,0.7594905666546774
log_stated_annual_revenue,"log_stated_annual_revenue_q1[12.5,14.35]",num,496,337,344279.3084483838,-344279.3084483838,159,-514802.1853786987,-514802.1853786987,0.24798387096774194,0.13353115727002968,0.2726582443764775,-0.024674373408735573,-0.03402114633216205,0.44766146993318484,898,1817,854,0.7511497635083589
log_stated_annual_revenue,"log_stated_annual_revenue_q2[14.35,14.66]",num,526,398,510922.27751274896,-510922.27751274896,128,-482442.09521312156,-482442.09521312156,0.19011406844106463,0.11557788944723618,0.22092214665076573,-0.030808078209701106,-0.0016355323358091857,0.4142538975501114,898,1828,1030,0.7590845070422535
log_stated_annual_revenue,"log_stated_annual_revenue_q3[14.66,14.92]",num,492,377,590423.4527138779,-590423.4527138779,115,-537754.0504430588,-537754.0504430588,0.20934959349593496,0.11140583554376658,0.21127565403787066,-0.001926060541935698,0.007213011325135922,0.451505016722408,897,1735,1010,0.7626974817181222
log_stated_annual_revenue,"log_stated_annual_revenue_q4[14.92,15.24]",num,511,406,507472.0902334902,-507472.0902334902,105,-391906.5666593964,-391906.5666593964,0.22309197651663404,0.16748768472906403,0.1968871415187516,0.026204834997882426,0.01745149666305005,0.4309576837416481,898,1712,1110,0.6934796058155465
log_stated_annual_revenue,"log_stated_annual_revenue_q5[15.24,16.66]",num,526,457,699117.9842382806,-699117.9842382806,69,-169691.3719273666,-169691.3719273666,0.1634980988593156,0.12253829321663019,0.15283501681049705,0.01066308204881855,0.036631061402818035,0.4142538975501114,898,1723,1280,0.7476612050739957
log_observed_monthly_revenue,"log_observed_monthly_revenue_q1[10.19,11.87]",num,304,182,183940.09081154145,-183940.09081154145,122,-646542.8067092528,-646542.8067092528,0.3026315789473684,0.12637362637362637,0.3114922073811965,-0.008860628433828066,-0.06786255005019756,0.4666666666666667,570,1170,458,0.8094493437243643
log_observed_monthly_revenue,"log_observed_monthly_revenue_q2[11.87,12.18]",num,329,224,333175.47685290757,-333175.47685290757,105,-422642.79428665794,-422642.79428665794,0.23100303951367782,0.10267857142857142,0.25770657891178506,-0.02670353939810724,-0.014438106877995927,0.421792618629174,569,1167,615,0.7687747035573123
log_observed_monthly_revenue,"log_observed_monthly_revenue_q3[12.18,12.44]",num,341,266,421210.1131162987,-421210.1131162987,75,-323518.58718007844,-323518.58718007844,0.18181818181818182,0.10150375939849623,0.20430374140643712,-0.022485559588255294,0.015045323802270125,0.4007029876977153,569,1047,658,0.7748583651289167
log_observed_monthly_revenue,"log_observed_monthly_revenue_q4[12.44,12.76]",num,345,293,370484.2328218926,-370484.2328218926,52,-239903.68118034277,-239903.68118034277,0.19420289855072465,0.14334470989761092,0.17415363195475664,0.020049266595968007,0.03638593634421699,0.3936731107205624,569,1128,817,0.7306453344786857
log_observed_monthly_revenue,"log_observed_monthly_revenue_q5[12.76,14.48]",num,377,350,413840.92949813383,-413840.92949813383,27,-4336.15147360365,-4336.15147360365,0.13793103448275862,0.12571428571428572,0.1195117897179265,0.018419244764832116,0.05594134628542028,0.3385964912280702,570,1066,918,0.702396449704142
log_observed_monthly_revenue,log_observed_monthly_revenue_MISSING,num,855,660,929564.2700460072,-929564.2700460072,195,-459652.24879170646,-459652.24879170646,0.20701754385964913,0.1484848484848485,0.2129895780357498,-0.005972034176100677,0.005336475514074214,0.47929354445797806,1642,3239,1819,0.6989233871639751
log_existing_debt,"log_existing_debt_q1[6.888,8.454]",num,600,563,753685.1324464761,-753685.1324464761,37,-129411.95712816523,-129411.95712816523,0.13666666666666666,0.11012433392539965,0.11588956911183548,0.020777097554831175,0.0611613969670233,0.33184855233853006,898,1628,1377,0.6521094264996705
log_existing_debt,"log_existing_debt_q2[8.454,8.752]",num,534,447,624230.2067510935,-624230.2067510935,87,-278906.1209360499,-278906.1209360499,0.17415730337078653,0.1319910514541387,0.18046463658905695,-0.006307333218270428,0.03012649649998787,0.4053452115812918,898,1823,1305,0.7026674469070783
log_existing_debt,"log_existing_debt_q3[8.752,9.006]",num,514,392,594033.1764691027,-594033.1764691027,122,-361149.2216532961,-361149.2216532961,0.1828793774319066,0.10714285714285714,0.2156777029285713,-0.0327983254966647,0.007173309974239461,0.4269788182831661,897,1783,1084,0.7628926038500506
log_existing_debt,"log_existing_debt_q4[9.006,9.301]",num,477,344,351952.717900957,-351952.717900957,133,-337503.19340663217,-337503.19340663217,0.25157232704402516,0.17732558139534885,0.2455661773742624,0.0060061496697627614,-0.008352223084924835,0.4688195991091314,898,1852,918,0.7235527544351074
log_existing_debt,"log_existing_debt_q5[9.301,10.52]",num,426,229,328313.8795791522,-328313.8795791522,197,-989625.7764974989,-989625.7764974989,0.3215962441314554,0.14410480349344978,0.3344986971258333,-0.012902452994377922,-0.0644701338441515,0.5256124721603563,898,1726,601,0.7592882580254086
signed_log_cash_balance_p10,"signed_log_cash_balance_p10_q1[-9.371,-7.757]",num,213,47,25414.02689334003,-25414.02689334003,166,-1047028.3553806711,-1047028.3553806711,0.49295774647887325,0.23404255319148937,0.5003329385434225,-0.007375192064549285,-0.1521652181023802,0.6263157894736842,570,1132,117,0.7277777777777779
signed_log_cash_balance_p10,"signed_log_cash_balance_p10_q2[-7.757,-6.561]",num,291,159,70652.65910227908,-70652.65910227908,132,-446272.0369913996,-446272.0369913996,0.3230240549828179,0.18867924528301888,0.3054561044709496,0.01756795051186827,-0.012226193158975841,0.48857644991212656,569,1059,421,0.70933686143212
signed_log_cash_balance_p10,"signed_log_cash_balance_p10_q3[-6.561,6.824]",num,341,273,231154.87120025296,-231154.87120025296,68,-137443.78276878333,-137443.78276878333,0.22287390029325513,0.17582417582417584,0.1935897418749892,0.029284158418265926,0.03721458487261204,0.4007029876977153,569,1114,784,0.6843843098311817
signed_log_cash_balance_p10,"signed_log_cash_balance_p10_q4[6.824,7.896]",num,399,384,619152.3305961135,-619152.3305961135,15,-6199.845689081597,-6199.845689081597,0.10526315789473684,0.09895833333333333,0.12228333383939684,-0.01702017594466,0.06698564013267536,0.29876977152899825,569,1128,1016,0.5714952647725757
signed_log_cash_balance_p10,"signed_log_cash_balance_p10_q5[7.896,9.317]",num,452,452,776276.9553087886,-776276.9553087886,0,0.0,0.0,0.07079646017699115,0.07079646017699115,0.09739341721552966,-0.02659695703853851,0.08535959344149806,0.20701754385964913,570,1144,1127,0.5611607142857142
signed_log_cash_balance_p10,signed_log_cash_balance_p10_MISSING,num,855,660,929564.2700460072,-929564.2700460072,195,-459652.24879170646,-459652.24879170646,0.20701754385964913,0.1484848484848485,0.2129895780357498,-0.005972034176100677,0.005336475514074214,0.47929354445797806,1642,3239,1819,0.6989233871639751
log_account_age_days,"log_account_age_days_q1[5.303,5.875]",num,436,316,397683.2418561758,-397683.2418561758,120,-575093.0679988391,-575093.0679988391,0.24311926605504589,0.1550632911392405,0.22444481191962742,0.01867445413541846,-0.015065290811089215,0.5155555555555555,900,1708,864,0.7437821612349914
log_account_age_days,"log_account_age_days_q2[5.875,6.663]",num,469,340,451771.313596127,-451771.313596127,129,-477057.9339881269,-477057.9339881269,0.22388059701492538,0.1264705882352941,0.238944551390738,-0.015063954375812622,-0.010740451902064413,0.4765625,896,1804,943,0.7628466771323914
log_account_age_days,"log_account_age_days_q3[6.663,7.081]",num,490,359,558068.444567493,-558068.444567493,131,-494850.35361205024,-494850.35361205024,0.2,0.10027855153203342,0.2292093665608022,-0.029209366560802197,-0.005557634197409957,0.45434298440979953,898,1683,953,0.7681955435235319
log_account_age_days,"log_account_age_days_q4[7.081,7.467]",num,536,420,536794.1390274215,-536794.1390274215,116,-321125.47262683185,-321125.47262683185,0.19962686567164178,0.1261904761904762,0.21049224608199435,-0.010865380410352565,0.017802100942508257,0.40311804008908686,898,1814,1140,0.7487963749645993
log_account_age_days,"log_account_age_days_q5[7.467,8.786]",num,620,540,707897.9740995641,-707897.9740995641,80,-228469.44139579413,-228469.44139579413,0.1774193548387097,0.14074074074074075,0.16343926158083188,0.013980093257877801,0.03924546973811598,0.3088071348940914,897,1808,1385,0.6781016042780749
repayment_burden_index,"repayment_burden_index_q1[0.01637,0.06031]",num,562,519,721682.6033161783,-721682.6033161783,43,-77533.88041470246,-77533.88041470246,0.14412811387900357,0.1252408477842004,0.12155030042911,0.02257781344989357,0.05719390649312759,0.3741648106904232,898,1678,1359,0.6640999974333307
repayment_burden_index,"repayment_burden_index_q2[0.06031,0.07926]",num,519,423,592867.986971888,-592867.986971888,96,-295857.8545056388,-295857.8545056388,0.1791907514450867,0.12056737588652482,0.19087382707666795,-0.011683075631581247,0.022199337522568807,0.4220489977728285,898,1690,1151,0.7316371346357717
repayment_burden_index,"repayment_burden_index_q3[0.07926,0.1007]",num,492,364,464521.6147684028,-464521.6147684028,128,-406308.17344623833,-406308.17344623833,0.23577235772357724,0.1510989010989011,0.22340594029025176,0.012366417433325477,0.0018769938685233064,0.451505016722408,897,1796,1061,0.7485211848862802
repayment_burden_index,"repayment_burden_index_q4[0.1007,0.1333]",num,492,363,547175.7862683178,-547175.7862683178,129,-479290.30691788916,-479290.30691788916,0.18699186991869918,0.1046831955922865,0.23844635015116825,-0.05145448023246907,-0.010657907729652133,0.4521158129175947,898,1829,937,0.759429347826087
repayment_burden_index,"repayment_burden_index_q5[0.1333,0.6149]",num,486,306,325967.1218219943,-325967.1218219943,180,-837606.0543371732,-837606.0543371732,0.2962962962962963,0.1568627450980392,0.2917399100883588,0.004556386207937468,-0.04497938154451543,0.45879732739420936,898,1824,777,0.7547819200779726
credit_stress_index,"credit_stress_index_q1[0.01,0.3554]",num,716,713,1039464.7821591232,-1039464.7821591232,3,7946.521845108673,7946.521845108673,0.0935754189944134,0.09396914446002805,0.09187752687355437,0.0016978921208590375,0.08136317157461315,0.2026726057906459,898,1807,1769,0.5508129613872088
credit_stress_index,"credit_stress_index_q2[0.3554,0.5449]",num,586,548,732245.2346633216,-732245.2346633216,38,-59675.34631396264,-59675.34631396264,0.13651877133105803,0.12408759124087591,0.1410197466053411,-0.004500975274283087,0.06234682389483072,0.34743875278396436,898,1674,1463,0.5991477272727271
